step, mean infection rate, std. dev
0,0.0167,0.0015
600,0.0170,0.0031
1200,0.0176,0.0051
1800,0.0190,0.0067
2400,0.0201,0.0086
3000,0.0204,0.0090
3600,0.0211,0.0100
4200,0.0218,0.0103
4800,0.0228,0.0115
5400,0.0235,0.0127
6000,0.0248,0.0141
6600,0.0270,0.0161
7200,0.0280,0.0172
7800,0.0297,0.0185
8400,0.0313,0.0205
9000,0.0326,0.0223
9600,0.0335,0.0227
10200,0.0352,0.0242
10800,0.0373,0.0251
11400,0.0423,0.0298
12000,0.0446,0.0303
12600,0.0462,0.0322
13200,0.0480,0.0335
13800,0.0486,0.0340
14400,0.0505,0.0339
15000,0.0534,0.0372
15600,0.0551,0.0392
16200,0.0576,0.0410
16800,0.0593,0.0423
17400,0.0613,0.0458
18000,0.0655,0.0493
18600,0.0675,0.0513
19200,0.0695,0.0522
19800,0.0731,0.0531
20400,0.0746,0.0551
21000,0.0779,0.0592
21600,0.0814,0.0637
22200,0.0838,0.0663
22800,0.0867,0.0667
23400,0.0900,0.0695
24000,0.0959,0.0765
24600,0.0998,0.0796
25200,0.1040,0.0808
25800,0.1102,0.0855
26400,0.1145,0.0901
27000,0.1183,0.0929
27600,0.1230,0.0946
28200,0.1302,0.1012
28800,0.1374,0.1048
29400,0.1436,0.1112
30000,0.1499,0.1131
30600,0.1552,0.1157
31200,0.1614,0.1173
31800,0.1701,0.1214
32400,0.1781,0.1250
33000,0.1840,0.1314
33600,0.1919,0.1377
34200,0.1978,0.1404
34800,0.2054,0.1457
35400,0.2142,0.1505
36000,0.2190,0.1503
36600,0.2267,0.1520
37200,0.2329,0.1563
37800,0.2409,0.1572
38400,0.2503,0.1624
39000,0.2582,0.1643
39600,0.2629,0.1673
40200,0.2715,0.1706
40800,0.2795,0.1773
41400,0.2899,0.1850
42000,0.2982,0.1880
42600,0.3076,0.1923
43200,0.3174,0.1960
43800,0.3272,0.1988
44400,0.3373,0.2032
45000,0.3451,0.2072
45600,0.3519,0.2095
46200,0.3588,0.2108
46800,0.3653,0.2127
47400,0.3743,0.2156
48000,0.3853,0.2201
48600,0.3931,0.2216
49200,0.4012,0.2260
49800,0.4098,0.2265
50400,0.4206,0.2277
51000,0.4307,0.2298
51600,0.4392,0.2308
52200,0.4491,0.2318
52800,0.4627,0.2354
53400,0.4758,0.2354
54000,0.4853,0.2373
54600,0.4947,0.2403
55200,0.5003,0.2409
55800,0.5103,0.2435
56400,0.5175,0.2453
57000,0.5300,0.2449
57600,0.5389,0.2447
58200,0.5500,0.2451
58800,0.5581,0.2430
59400,0.5659,0.2408
60000,0.5755,0.2397
60600,0.5859,0.2391
61200,0.5961,0.2388
61800,0.6050,0.2372
62400,0.6149,0.2351
63000,0.6236,0.2351
63600,0.6319,0.2351
64200,0.6418,0.2334
64800,0.6532,0.2302
65400,0.6632,0.2278
66000,0.6706,0.2256
66600,0.6772,0.2247
67200,0.6833,0.2227
67800,0.6902,0.2196
68400,0.6952,0.2174
69000,0.7036,0.2147
69600,0.7134,0.2149
70200,0.7180,0.2144
70800,0.7239,0.2130
71400,0.7282,0.2114
72000,0.7366,0.2070
72600,0.7450,0.2035
73200,0.7520,0.2014
73800,0.7571,0.2021
74400,0.7653,0.1972
75000,0.7712,0.1959
75600,0.7753,0.1948
76200,0.7817,0.1906
76800,0.7874,0.1868
77400,0.7951,0.1846
78000,0.8006,0.1829
78600,0.8060,0.1817
79200,0.8117,0.1815
79800,0.8157,0.1794
80400,0.8204,0.1774
81000,0.8269,0.1716
81600,0.8347,0.1662
82200,0.8409,0.1611
82800,0.8452,0.1591
83400,0.8496,0.1544
84000,0.8528,0.1540
84600,0.8580,0.1517
85200,0.8624,0.1501
85800,0.8658,0.1492
86400,0.8724,0.1478
87000,0.8773,0.1461
87600,0.8813,0.1464
88200,0.8847,0.1429
88800,0.8885,0.1405
89400,0.8917,0.1383
90000,0.8940,0.1377
90600,0.8975,0.1345
91200,0.9014,0.1331
91800,0.9048,0.1327
92400,0.9083,0.1294
93000,0.9117,0.1276
93600,0.9150,0.1259
94200,0.9181,0.1237
94800,0.9208,0.1226
95400,0.9250,0.1220
96000,0.9273,0.1209
96600,0.9290,0.1202
97200,0.9313,0.1195
97800,0.9343,0.1192
98400,0.9374,0.1157
99000,0.9400,0.1154
99600,0.9420,0.1123
100200,0.9427,0.1122
100800,0.9444,0.1113
101400,0.9464,0.1110
102000,0.9475,0.1103
102600,0.9484,0.1081
103200,0.9494,0.1073
103800,0.9508,0.1068
104400,0.9521,0.1061
105000,0.9539,0.1031
105600,0.9561,0.1004
106200,0.9571,0.1005
106800,0.9578,0.0977
107400,0.9593,0.0949
108000,0.9621,0.0907
108600,0.9635,0.0907
109200,0.9646,0.0905
109800,0.9659,0.0878
110400,0.9680,0.0852
111000,0.9691,0.0851
111600,0.9698,0.0852
112200,0.9712,0.0829
112800,0.9716,0.0830
113400,0.9719,0.0830
114000,0.9723,0.0829
114600,0.9729,0.0824
115200,0.9740,0.0798
115800,0.9748,0.0770
116400,0.9748,0.0770
117000,0.9751,0.0769
117600,0.9755,0.0768
118200,0.9765,0.0769
118800,0.9779,0.0766
119400,0.9787,0.0766
120000,0.9798,0.0711
120600,0.9801,0.0710
121200,0.9808,0.0682
121800,0.9819,0.0680
122400,0.9823,0.0654
123000,0.9826,0.0628
123600,0.9841,0.0576
124200,0.9841,0.0576
124800,0.9848,0.0577
125400,0.9854,0.0551
126000,0.9858,0.0526
126600,0.9862,0.0500
127200,0.9862,0.0500
127800,0.9862,0.0500
128400,0.9869,0.0499
129000,0.9876,0.0448
129600,0.9880,0.0445
130200,0.9884,0.0419
130800,0.9887,0.0416
131400,0.9887,0.0416
132000,0.9891,0.0414
132600,0.9906,0.0334
133200,0.9913,0.0331
133800,0.9913,0.0331
134400,0.9920,0.0305
135000,0.9927,0.0277
135600,0.9931,0.0252
136200,0.9935,0.0251
136800,0.9935,0.0251
137400,0.9935,0.0251
138000,0.9935,0.0251
138600,0.9939,0.0226
139200,0.9942,0.0226
139800,0.9942,0.0226
140400,0.9950,0.0197
141000,0.9950,0.0197
141600,0.9953,0.0196
142200,0.9953,0.0196
142800,0.9953,0.0196
143400,0.9956,0.0171
144000,0.9964,0.0145
144600,0.9964,0.0145
145200,0.9964,0.0145
145800,0.9964,0.0145
146400,0.9967,0.0144
147000,0.9970,0.0139
147600,0.9970,0.0139
148200,0.9970,0.0139
148800,0.9978,0.0090
149400,0.9978,0.0090
150000,0.9978,0.0090
150600,0.9982,0.0067
151200,0.9982,0.0067
151800,0.9982,0.0067
152400,0.9982,0.0067
153000,0.9985,0.0064
153600,0.9985,0.0064
154200,0.9985,0.0064
154800,0.9985,0.0064
155400,0.9985,0.0064
156000,0.9985,0.0064
156600,0.9985,0.0064
157200,0.9985,0.0064
157800,0.9985,0.0064
158400,0.9985,0.0064
159000,0.9985,0.0064
159600,0.9985,0.0064
160200,0.9985,0.0064
160800,0.9985,0.0064
161400,0.9989,0.0044
162000,0.9989,0.0044
162600,0.9989,0.0044
163200,0.9989,0.0044
163800,0.9989,0.0044
164400,0.9989,0.0044
165000,0.9989,0.0044
165600,0.9989,0.0044
166200,0.9989,0.0044
166800,0.9989,0.0044
167400,0.9989,0.0044
168000,0.9989,0.0044
168600,0.9993,0.0036
169200,0.9993,0.0036
169800,0.9993,0.0036
170400,0.9996,0.0025
171000,0.9996,0.0025
171600,0.9996,0.0025
172200,0.9996,0.0025
172800,0.9996,0.0025
173400,0.9996,0.0025
174000,0.9996,0.0025
174600,0.9996,0.0025
175200,0.9996,0.0025
175800,0.9996,0.0025
176400,0.9996,0.0025
177000,0.9996,0.0025
177600,0.9996,0.0025
178200,0.9996,0.0025
178800,0.9996,0.0025
179400,0.9996,0.0025
180000,0.9996,0.0025
180600,0.9996,0.0025
181200,0.9996,0.0025
181800,0.9996,0.0025
182400,0.9996,0.0025
183000,0.9996,0.0025
183600,0.9996,0.0025
184200,0.9996,0.0025
184800,0.9996,0.0025
185400,0.9996,0.0025
186000,0.9996,0.0025
186600,0.9996,0.0025
187200,0.9996,0.0025
187800,0.9996,0.0025
188400,0.9996,0.0025
189000,0.9996,0.0025
189600,0.9996,0.0025
190200,0.9996,0.0025
190800,0.9996,0.0025
191400,0.9996,0.0025
192000,0.9996,0.0025
192600,1.0000,0.0000
