step, mean infection rate, std. dev
0,0.0167,0.0015
600,0.0203,0.0077
1200,0.0226,0.0101
1800,0.0239,0.0123
2400,0.0263,0.0169
3000,0.0291,0.0195
3600,0.0306,0.0217
4200,0.0341,0.0264
4800,0.0383,0.0293
5400,0.0407,0.0306
6000,0.0481,0.0392
6600,0.0538,0.0462
7200,0.0571,0.0494
7800,0.0613,0.0540
8400,0.0653,0.0570
9000,0.0695,0.0614
9600,0.0733,0.0647
10200,0.0785,0.0674
10800,0.0846,0.0708
11400,0.0927,0.0765
12000,0.0997,0.0816
12600,0.1056,0.0846
13200,0.1130,0.0920
13800,0.1189,0.0947
14400,0.1246,0.0990
15000,0.1325,0.1075
15600,0.1391,0.1116
16200,0.1463,0.1167
16800,0.1519,0.1201
17400,0.1600,0.1262
18000,0.1697,0.1377
18600,0.1792,0.1414
19200,0.1900,0.1478
19800,0.1995,0.1551
20400,0.2074,0.1596
21000,0.2170,0.1685
21600,0.2242,0.1737
22200,0.2366,0.1811
22800,0.2462,0.1865
23400,0.2578,0.1918
24000,0.2677,0.1952
24600,0.2813,0.1987
25200,0.2924,0.2049
25800,0.3042,0.2113
26400,0.3161,0.2145
27000,0.3304,0.2219
27600,0.3427,0.2272
28200,0.3522,0.2301
28800,0.3638,0.2351
29400,0.3765,0.2365
30000,0.3884,0.2385
30600,0.4034,0.2427
31200,0.4145,0.2430
31800,0.4330,0.2489
32400,0.4420,0.2489
33000,0.4521,0.2509
33600,0.4647,0.2525
34200,0.4762,0.2550
34800,0.4883,0.2560
35400,0.5026,0.2592
36000,0.5118,0.2598
36600,0.5236,0.2624
37200,0.5338,0.2642
37800,0.5450,0.2660
38400,0.5565,0.2717
39000,0.5696,0.2686
39600,0.5814,0.2719
40200,0.5932,0.2752
40800,0.6053,0.2745
41400,0.6157,0.2740
42000,0.6284,0.2713
42600,0.6385,0.2703
43200,0.6490,0.2678
43800,0.6571,0.2672
44400,0.6641,0.2683
45000,0.6766,0.2671
45600,0.6859,0.2674
46200,0.6942,0.2673
46800,0.7032,0.2661
47400,0.7128,0.2640
48000,0.7219,0.2603
48600,0.7298,0.2579
49200,0.7380,0.2576
49800,0.7452,0.2559
50400,0.7521,0.2534
51000,0.7586,0.2518
51600,0.7670,0.2480
52200,0.7788,0.2452
52800,0.7870,0.2435
53400,0.7923,0.2410
54000,0.7968,0.2398
54600,0.8047,0.2349
