step, mean infection rate, std. dev
0,0.0494,0.0112
600,0.0522,0.0189
1200,0.0586,0.0299
1800,0.0604,0.0340
2400,0.0629,0.0345
3000,0.0637,0.0358
3600,0.0673,0.0361
4200,0.0713,0.0380
4800,0.0742,0.0400
5400,0.0775,0.0436
6000,0.0847,0.0488
6600,0.0882,0.0536
7200,0.0910,0.0548
7800,0.0961,0.0618
8400,0.0967,0.0616
9000,0.0999,0.0646
9600,0.1052,0.0695
10200,0.1079,0.0714
10800,0.1122,0.0738
11400,0.1128,0.0738
12000,0.1145,0.0771
12600,0.1188,0.0764
13200,0.1229,0.0803
13800,0.1258,0.0819
14400,0.1314,0.0909
15000,0.1320,0.0921
15600,0.1348,0.0929
16200,0.1376,0.0960
16800,0.1385,0.0953
17400,0.1429,0.0959
18000,0.1468,0.0980
18600,0.1512,0.1005
19200,0.1545,0.1017
19800,0.1591,0.1112
20400,0.1663,0.1168
21000,0.1705,0.1219
21600,0.1759,0.1254
22200,0.1840,0.1333
22800,0.1897,0.1375
23400,0.1978,0.1424
24000,0.2009,0.1485
24600,0.2070,0.1551
25200,0.2124,0.1584
25800,0.2207,0.1644
26400,0.2243,0.1652
27000,0.2288,0.1681
27600,0.2321,0.1699
28200,0.2352,0.1720
28800,0.2425,0.1782
29400,0.2500,0.1785
30000,0.2566,0.1817
30600,0.2630,0.1841
31200,0.2714,0.1916
31800,0.2758,0.1927
32400,0.2830,0.1981
33000,0.2927,0.2020
33600,0.2962,0.2001
34200,0.3047,0.2037
34800,0.3107,0.2080
35400,0.3138,0.2096
36000,0.3147,0.2100
36600,0.3243,0.2125
37200,0.3298,0.2148
37800,0.3357,0.2173
38400,0.3406,0.2216
39000,0.3471,0.2236
39600,0.3515,0.2223
40200,0.3540,0.2231
40800,0.3575,0.2236
41400,0.3644,0.2291
42000,0.3704,0.2321
42600,0.3790,0.2349
43200,0.3862,0.2355
43800,0.3910,0.2362
44400,0.3990,0.2365
45000,0.4083,0.2396
45600,0.4129,0.2408
46200,0.4137,0.2414
46800,0.4217,0.2422
47400,0.4262,0.2437
48000,0.4311,0.2462
48600,0.4363,0.2437
49200,0.4447,0.2476
49800,0.4510,0.2524
50400,0.4595,0.2524
51000,0.4642,0.2538
51600,0.4733,0.2560
52200,0.4815,0.2599
52800,0.4879,0.2654
53400,0.4935,0.2667
54000,0.5064,0.2731
54600,0.5095,0.2756
55200,0.5124,0.2759
55800,0.5174,0.2750
56400,0.5243,0.2722
57000,0.5341,0.2714
57600,0.5417,0.2746
58200,0.5449,0.2748
58800,0.5513,0.2759
59400,0.5529,0.2774
60000,0.5609,0.2763
60600,0.5701,0.2755
61200,0.5720,0.2734
61800,0.5750,0.2724
62400,0.5785,0.2713
63000,0.5859,0.2709
63600,0.5905,0.2679
64200,0.5949,0.2697
64800,0.6002,0.2695
65400,0.6036,0.2687
66000,0.6081,0.2683
66600,0.6148,0.2683
67200,0.6193,0.2641
67800,0.6278,0.2601
68400,0.6404,0.2587
69000,0.6476,0.2602
69600,0.6495,0.2578
70200,0.6595,0.2598
70800,0.6643,0.2587
71400,0.6740,0.2601
72000,0.6817,0.2632
72600,0.6826,0.2639
73200,0.6835,0.2619
73800,0.6908,0.2600
74400,0.6937,0.2575
75000,0.6959,0.2568
75600,0.6985,0.2571
76200,0.7062,0.2521
76800,0.7090,0.2538
77400,0.7139,0.2529
78000,0.7171,0.2546
78600,0.7214,0.2534
79200,0.7246,0.2542
79800,0.7280,0.2501
80400,0.7368,0.2488
81000,0.7397,0.2476
81600,0.7448,0.2466
82200,0.7487,0.2454
82800,0.7542,0.2437
83400,0.7561,0.2426
84000,0.7597,0.2433
84600,0.7670,0.2354
85200,0.7709,0.2322
85800,0.7730,0.2305
86400,0.7767,0.2310
87000,0.7825,0.2259
87600,0.7862,0.2274
88200,0.7925,0.2236
88800,0.7948,0.2212
89400,0.7971,0.2204
90000,0.7996,0.2185
90600,0.8020,0.2146
91200,0.8067,0.2088
91800,0.8085,0.2073
92400,0.8094,0.2068
93000,0.8149,0.2039
93600,0.8194,0.2052
94200,0.8264,0.2035
94800,0.8294,0.2028
95400,0.8350,0.1991
96000,0.8374,0.1976
96600,0.8415,0.1960
97200,0.8489,0.1938
97800,0.8521,0.1913
98400,0.8528,0.1914
99000,0.8548,0.1920
99600,0.8548,0.1920
100200,0.8586,0.1890
100800,0.8612,0.1871
101400,0.8623,0.1841
102000,0.8645,0.1831
102600,0.8654,0.1835
103200,0.8663,0.1831
103800,0.8682,0.1830
104400,0.8701,0.1822
105000,0.8743,0.1798
105600,0.8779,0.1774
106200,0.8810,0.1773
106800,0.8829,0.1738
107400,0.8839,0.1706
108000,0.8865,0.1710
108600,0.8875,0.1704
109200,0.8896,0.1672
109800,0.8926,0.1645
110400,0.8936,0.1646
111000,0.8946,0.1637
111600,0.8965,0.1593
112200,0.8984,0.1569
112800,0.9010,0.1570
113400,0.9031,0.1523
114000,0.9067,0.1458
114600,0.9076,0.1456
115200,0.9086,0.1419
115800,0.9096,0.1404
116400,0.9113,0.1370
117000,0.9132,0.1352
117600,0.9176,0.1259
118200,0.9199,0.1244
118800,0.9242,0.1219
119400,0.9278,0.1177
120000,0.9278,0.1177
120600,0.9299,0.1142
121200,0.9310,0.1108
121800,0.9317,0.1109
122400,0.9327,0.1104
123000,0.9346,0.1062
123600,0.9367,0.1030
124200,0.9388,0.1019
124800,0.9388,0.1019
125400,0.9410,0.0987
126000,0.9410,0.0987
126600,0.9419,0.0971
127200,0.9440,0.0968
127800,0.9449,0.0971
128400,0.9474,0.0935
129000,0.9485,0.0931
129600,0.9485,0.0931
130200,0.9515,0.0890
130800,0.9515,0.0890
131400,0.9532,0.0859
132000,0.9541,0.0846
132600,0.9551,0.0812
133200,0.9551,0.0812
133800,0.9551,0.0812
134400,0.9573,0.0778
135000,0.9584,0.0748
135600,0.9627,0.0694
136200,0.9627,0.0694
136800,0.9627,0.0694
137400,0.9627,0.0694
138000,0.9627,0.0694
138600,0.9627,0.0694
139200,0.9639,0.0675
139800,0.9639,0.0675
140400,0.9685,0.0562
141000,0.9685,0.0562
141600,0.9685,0.0562
142200,0.9695,0.0536
142800,0.9695,0.0536
143400,0.9715,0.0489
144000,0.9715,0.0489
144600,0.9715,0.0489
145200,0.9715,0.0489
145800,0.9748,0.0462
146400,0.9748,0.0462
147000,0.9759,0.0462
147600,0.9759,0.0462
148200,0.9775,0.0424
148800,0.9775,0.0424
149400,0.9775,0.0424
150000,0.9775,0.0424
150600,0.9785,0.0412
151200,0.9785,0.0412
151800,0.9794,0.0412
152400,0.9804,0.0411
153000,0.9804,0.0411
153600,0.9804,0.0411
154200,0.9813,0.0410
154800,0.9813,0.0410
155400,0.9813,0.0410
156000,0.9829,0.0371
156600,0.9829,0.0371
157200,0.9829,0.0371
157800,0.9829,0.0371
158400,0.9829,0.0371
159000,0.9850,0.0330
159600,0.9860,0.0295
160200,0.9860,0.0295
160800,0.9870,0.0273
161400,0.9870,0.0273
162000,0.9870,0.0273
162600,0.9870,0.0273
163200,0.9882,0.0243
163800,0.9882,0.0243
164400,0.9882,0.0243
165000,0.9893,0.0235
165600,0.9893,0.0235
166200,0.9893,0.0235
166800,0.9893,0.0235
167400,0.9902,0.0230
168000,0.9902,0.0230
168600,0.9902,0.0230
169200,0.9902,0.0230
169800,0.9902,0.0230
170400,0.9902,0.0230
171000,0.9919,0.0204
171600,0.9919,0.0204
172200,0.9919,0.0204
172800,0.9919,0.0204
173400,0.9919,0.0204
174000,0.9919,0.0204
174600,0.9919,0.0204
175200,0.9919,0.0204
175800,0.9919,0.0204
176400,0.9919,0.0204
177000,0.9919,0.0204
177600,0.9928,0.0197
178200,0.9928,0.0197
178800,0.9928,0.0197
179400,0.9928,0.0197
180000,0.9928,0.0197
180600,0.9928,0.0197
181200,0.9928,0.0197
181800,0.9928,0.0197
182400,0.9928,0.0197
183000,0.9928,0.0197
183600,0.9928,0.0197
184200,0.9928,0.0197
184800,0.9928,0.0197
185400,0.9928,0.0197
186000,0.9928,0.0197
186600,0.9928,0.0197
187200,0.9956,0.0152
187800,0.9956,0.0152
188400,0.9966,0.0137
189000,0.9966,0.0137
189600,0.9966,0.0137
190200,0.9966,0.0137
190800,0.9966,0.0137
191400,0.9966,0.0137
192000,0.9966,0.0137
192600,0.9966,0.0137
193200,0.9977,0.0116
193800,0.9977,0.0116
194400,0.9977,0.0116
195000,0.9977,0.0116
195600,0.9977,0.0116
196200,0.9977,0.0116
196800,0.9977,0.0116
197400,0.9977,0.0116
198000,0.9977,0.0116
198600,0.9977,0.0116
199200,0.9977,0.0116
199800,0.9977,0.0116
200400,0.9977,0.0116
201000,0.9977,0.0116
201600,0.9977,0.0116
202200,0.9977,0.0116
202800,0.9977,0.0116
203400,0.9977,0.0116
204000,0.9977,0.0116
204600,0.9977,0.0116
205200,0.9977,0.0116
205800,0.9977,0.0116
206400,0.9977,0.0116
207000,0.9977,0.0116
207600,0.9977,0.0116
208200,0.9977,0.0116
208800,0.9977,0.0116
209400,0.9977,0.0116
210000,0.9977,0.0116
210600,0.9977,0.0116
211200,0.9977,0.0116
211800,0.9987,0.0093
212400,0.9987,0.0093
213000,0.9987,0.0093
213600,0.9987,0.0093
214200,0.9987,0.0093
214800,0.9987,0.0093
215400,0.9987,0.0093
216000,0.9987,0.0093
216600,0.9987,0.0093
217200,0.9987,0.0093
217800,0.9987,0.0093
218400,0.9987,0.0093
219000,0.9987,0.0093
219600,0.9987,0.0093
220200,0.9987,0.0093
220800,0.9987,0.0093
221400,0.9987,0.0093
222000,0.9987,0.0093
222600,0.9987,0.0093
223200,0.9987,0.0093
223800,0.9987,0.0093
224400,0.9987,0.0093
225000,0.9987,0.0093
225600,0.9987,0.0093
226200,0.9987,0.0093
226800,0.9987,0.0093
227400,0.9987,0.0093
228000,0.9987,0.0093
228600,0.9987,0.0093
229200,0.9987,0.0093
229800,0.9987,0.0093
230400,0.9987,0.0093
231000,0.9987,0.0093
231600,0.9987,0.0093
232200,0.9987,0.0093
232800,0.9987,0.0093
233400,0.9987,0.0093
234000,0.9987,0.0093
234600,0.9987,0.0093
235200,0.9987,0.0093
235800,0.9987,0.0093
236400,0.9987,0.0093
237000,0.9987,0.0093
237600,0.9987,0.0093
238200,0.9987,0.0093
238800,0.9987,0.0093
239400,0.9987,0.0093
240000,0.9987,0.0093
240600,0.9987,0.0093
241200,0.9987,0.0093
241800,0.9987,0.0093
242400,0.9987,0.0093
243000,0.9987,0.0093
243600,0.9987,0.0093
244200,0.9987,0.0093
244800,0.9987,0.0093
245400,0.9987,0.0093
246000,0.9987,0.0093
246600,0.9987,0.0093
247200,0.9987,0.0093
247800,0.9987,0.0093
248400,0.9987,0.0093
249000,0.9987,0.0093
249600,0.9987,0.0093
250200,0.9987,0.0093
250800,0.9987,0.0093
251400,0.9987,0.0093
252000,0.9987,0.0093
252600,0.9987,0.0093
253200,0.9987,0.0093
253800,0.9987,0.0093
254400,0.9987,0.0093
255000,0.9987,0.0093
255600,0.9987,0.0093
256200,0.9987,0.0093
256800,0.9987,0.0093
257400,0.9987,0.0093
258000,0.9987,0.0093
258600,0.9987,0.0093
259200,0.9987,0.0093
259800,0.9987,0.0093
260400,0.9987,0.0093
261000,0.9987,0.0093
261600,0.9987,0.0093
262200,0.9987,0.0093
262800,0.9987,0.0093
263400,0.9987,0.0093
264000,0.9987,0.0093
264600,0.9987,0.0093
265200,0.9987,0.0093
265800,0.9987,0.0093
266400,0.9987,0.0093
267000,0.9987,0.0093
267600,0.9987,0.0093
268200,0.9987,0.0093
268800,0.9987,0.0093
269400,0.9987,0.0093
270000,0.9987,0.0093
270600,0.9987,0.0093
271200,0.9987,0.0093
271800,0.9987,0.0093
272400,0.9987,0.0093
273000,0.9987,0.0093
273600,0.9987,0.0093
274200,0.9987,0.0093
274800,0.9987,0.0093
275400,0.9987,0.0093
276000,0.9987,0.0093
276600,0.9987,0.0093
277200,0.9987,0.0093
277800,0.9987,0.0093
278400,1.0000,0.0000
