step, mean infection rate, std. dev
0,0.0100,0.0000
600,0.0112,0.0038
1200,0.0126,0.0069
1800,0.0140,0.0075
2400,0.0152,0.0085
3000,0.0168,0.0095
3600,0.0186,0.0111
4200,0.0200,0.0125
4800,0.0218,0.0145
5400,0.0234,0.0161
6000,0.0252,0.0179
6600,0.0270,0.0189
7200,0.0292,0.0206
7800,0.0322,0.0236
8400,0.0350,0.0266
9000,0.0382,0.0302
9600,0.0418,0.0331
10200,0.0452,0.0373
10800,0.0488,0.0421
11400,0.0538,0.0452
12000,0.0578,0.0483
12600,0.0626,0.0537
13200,0.0676,0.0573
13800,0.0708,0.0617
14400,0.0766,0.0674
15000,0.0830,0.0764
15600,0.0890,0.0815
16200,0.0942,0.0845
16800,0.0992,0.0897
17400,0.1062,0.0947
18000,0.1126,0.0985
18600,0.1198,0.1042
19200,0.1256,0.1087
19800,0.1326,0.1122
20400,0.1392,0.1168
21000,0.1478,0.1226
21600,0.1566,0.1263
22200,0.1654,0.1334
22800,0.1750,0.1375
23400,0.1854,0.1439
24000,0.1948,0.1481
24600,0.2048,0.1535
25200,0.2178,0.1585
25800,0.2284,0.1634
26400,0.2402,0.1697
27000,0.2514,0.1757
27600,0.2650,0.1830
28200,0.2790,0.1872
28800,0.2916,0.1927
29400,0.3060,0.1985
30000,0.3214,0.2040
30600,0.3346,0.2094
31200,0.3520,0.2141
31800,0.3656,0.2194
32400,0.3826,0.2224
33000,0.3972,0.2230
33600,0.4126,0.2273
34200,0.4280,0.2325
34800,0.4450,0.2372
35400,0.4608,0.2398
36000,0.4760,0.2452
36600,0.4912,0.2456
37200,0.5030,0.2467
37800,0.5184,0.2493
38400,0.5350,0.2531
39000,0.5492,0.2526
39600,0.5644,0.2513
40200,0.5750,0.2508
40800,0.5890,0.2497
41400,0.6014,0.2465
42000,0.6150,0.2448
42600,0.6256,0.2428
43200,0.6372,0.2427
43800,0.6498,0.2409
44400,0.6634,0.2392
45000,0.6774,0.2358
45600,0.6914,0.2296
46200,0.7056,0.2254
46800,0.7164,0.2246
47400,0.7266,0.2210
48000,0.7396,0.2197
48600,0.7494,0.2169
49200,0.7610,0.2123
49800,0.7748,0.2074
50400,0.7854,0.2047
51000,0.7936,0.2031
51600,0.8024,0.1987
52200,0.8128,0.1926
52800,0.8220,0.1908
53400,0.8314,0.1832
54000,0.8386,0.1758
54600,0.8468,0.1707
55200,0.8550,0.1653
55800,0.8624,0.1619
56400,0.8690,0.1561
57000,0.8756,0.1519
57600,0.8810,0.1478
58200,0.8854,0.1429
58800,0.8922,0.1362
59400,0.8984,0.1327
60000,0.9044,0.1258
60600,0.9090,0.1219
61200,0.9138,0.1160
61800,0.9180,0.1127
62400,0.9232,0.1095
63000,0.9264,0.1080
63600,0.9308,0.1038
64200,0.9348,0.0980
64800,0.9372,0.0959
65400,0.9396,0.0924
66000,0.9432,0.0879
66600,0.9474,0.0830
67200,0.9506,0.0783
67800,0.9542,0.0690
68400,0.9584,0.0639
69000,0.9610,0.0575
69600,0.9640,0.0524
70200,0.9656,0.0484
70800,0.9678,0.0450
71400,0.9688,0.0442
72000,0.9702,0.0421
72600,0.9726,0.0385
73200,0.9748,0.0346
73800,0.9780,0.0314
74400,0.9804,0.0294
75000,0.9814,0.0293
75600,0.9826,0.0292
76200,0.9830,0.0289
76800,0.9834,0.0274
77400,0.9846,0.0252
78000,0.9854,0.0241
78600,0.9864,0.0241
79200,0.9884,0.0209
79800,0.9902,0.0177
80400,0.9912,0.0167
81000,0.9920,0.0150
81600,0.9926,0.0144
82200,0.9930,0.0139
82800,0.9934,0.0129
83400,0.9940,0.0123
84000,0.9944,0.0119
84600,0.9948,0.0104
85200,0.9950,0.0104
85800,0.9950,0.0104
86400,0.9956,0.0098
87000,0.9960,0.0096
87600,0.9964,0.0095
88200,0.9964,0.0095
88800,0.9964,0.0095
89400,0.9966,0.0095
90000,0.9970,0.0088
90600,0.9974,0.0077
91200,0.9976,0.0076
91800,0.9976,0.0076
92400,0.9982,0.0055
93000,0.9984,0.0054
93600,0.9986,0.0045
94200,0.9986,0.0045
94800,0.9986,0.0045
95400,0.9990,0.0036
96000,0.9990,0.0036
96600,0.9992,0.0034
97200,0.9992,0.0034
97800,0.9992,0.0034
98400,0.9994,0.0024
99000,0.9994,0.0024
99600,0.9994,0.0024
100200,0.9994,0.0024
100800,0.9994,0.0024
101400,0.9994,0.0024
102000,0.9994,0.0024
102600,0.9994,0.0024
103200,0.9994,0.0024
103800,0.9994,0.0024
104400,0.9994,0.0024
105000,0.9994,0.0024
105600,0.9994,0.0024
106200,0.9994,0.0024
106800,0.9994,0.0024
107400,0.9994,0.0024
108000,0.9996,0.0020
108600,0.9996,0.0020
109200,0.9996,0.0020
109800,0.9996,0.0020
110400,0.9996,0.0020
111000,0.9996,0.0020
111600,0.9996,0.0020
112200,0.9996,0.0020
112800,0.9996,0.0020
113400,0.9998,0.0014
114000,0.9998,0.0014
114600,0.9998,0.0014
115200,0.9998,0.0014
115800,0.9998,0.0014
116400,0.9998,0.0014
117000,0.9998,0.0014
117600,0.9998,0.0014
118200,0.9998,0.0014
118800,0.9998,0.0014
119400,1.0000,0.0000
