step, mean infection rate, std. dev
0,0.0494,0.0112
600,0.0513,0.0150
1200,0.0554,0.0253
1800,0.0570,0.0267
2400,0.0596,0.0277
3000,0.0604,0.0277
3600,0.0623,0.0315
4200,0.0654,0.0322
4800,0.0679,0.0331
5400,0.0702,0.0343
6000,0.0740,0.0363
6600,0.0749,0.0362
7200,0.0767,0.0359
7800,0.0780,0.0390
8400,0.0790,0.0411
9000,0.0816,0.0403
9600,0.0816,0.0403
10200,0.0833,0.0436
10800,0.0877,0.0482
11400,0.0920,0.0516
12000,0.0940,0.0530
12600,0.0968,0.0566
13200,0.0979,0.0585
13800,0.1012,0.0661
14400,0.1030,0.0673
15000,0.1037,0.0672
15600,0.1091,0.0738
16200,0.1091,0.0738
16800,0.1126,0.0747
17400,0.1162,0.0771
18000,0.1193,0.0795
18600,0.1214,0.0829
19200,0.1289,0.0869
19800,0.1317,0.0859
20400,0.1340,0.0871
21000,0.1402,0.0895
21600,0.1451,0.0945
22200,0.1477,0.0965
22800,0.1496,0.0962
23400,0.1496,0.0962
24000,0.1534,0.1029
24600,0.1574,0.1047
25200,0.1605,0.1067
25800,0.1645,0.1089
26400,0.1675,0.1137
27000,0.1707,0.1174
27600,0.1739,0.1181
28200,0.1781,0.1205
28800,0.1824,0.1232
29400,0.1833,0.1243
30000,0.1852,0.1249
30600,0.1904,0.1268
31200,0.1922,0.1295
31800,0.1935,0.1295
32400,0.1986,0.1340
33000,0.2008,0.1361
33600,0.2051,0.1380
34200,0.2074,0.1397
34800,0.2106,0.1431
35400,0.2138,0.1451
36000,0.2147,0.1462
36600,0.2204,0.1497
37200,0.2261,0.1526
37800,0.2287,0.1529
38400,0.2297,0.1532
39000,0.2338,0.1554
39600,0.2385,0.1627
40200,0.2432,0.1624
40800,0.2481,0.1654
41400,0.2521,0.1674
42000,0.2575,0.1682
42600,0.2609,0.1717
43200,0.2632,0.1746
43800,0.2676,0.1762
44400,0.2704,0.1788
45000,0.2754,0.1812
45600,0.2806,0.1866
46200,0.2868,0.1916
46800,0.2949,0.1959
47400,0.2992,0.1996
48000,0.3063,0.1985
48600,0.3108,0.1991
49200,0.3118,0.2003
49800,0.3210,0.2010
50400,0.3249,0.2038
51000,0.3331,0.2051
51600,0.3384,0.2104
52200,0.3407,0.2112
52800,0.3468,0.2145
53400,0.3510,0.2169
54000,0.3559,0.2187
54600,0.3598,0.2196
55200,0.3621,0.2212
55800,0.3670,0.2239
56400,0.3724,0.2302
57000,0.3801,0.2338
57600,0.3811,0.2327
58200,0.3866,0.2350
58800,0.3938,0.2434
59400,0.3962,0.2435
60000,0.4005,0.2445
60600,0.4042,0.2454
61200,0.4086,0.2466
61800,0.4130,0.2481
62400,0.4200,0.2496
63000,0.4234,0.2510
63600,0.4284,0.2525
64200,0.4333,0.2510
64800,0.4375,0.2526
65400,0.4429,0.2557
66000,0.4484,0.2560
66600,0.4554,0.2584
67200,0.4562,0.2597
67800,0.4624,0.2614
68400,0.4649,0.2629
69000,0.4666,0.2637
69600,0.4709,0.2657
70200,0.4775,0.2654
70800,0.4799,0.2635
71400,0.4827,0.2645
72000,0.4851,0.2651
72600,0.4868,0.2654
73200,0.4903,0.2658
73800,0.4931,0.2676
74400,0.4946,0.2695
75000,0.4978,0.2698
75600,0.4984,0.2709
76200,0.5027,0.2704
76800,0.5069,0.2688
77400,0.5129,0.2705
78000,0.5197,0.2713
78600,0.5222,0.2705
79200,0.5248,0.2709
79800,0.5270,0.2713
80400,0.5286,0.2727
81000,0.5344,0.2745
81600,0.5394,0.2766
82200,0.5461,0.2748
82800,0.5503,0.2724
83400,0.5554,0.2758
84000,0.5581,0.2764
84600,0.5626,0.2752
85200,0.5662,0.2750
85800,0.5713,0.2751
86400,0.5771,0.2764
87000,0.5802,0.2758
87600,0.5912,0.2787
88200,0.5965,0.2798
88800,0.6000,0.2786
89400,0.6007,0.2792
90000,0.6037,0.2800
90600,0.6081,0.2819
91200,0.6129,0.2820
91800,0.6183,0.2822
92400,0.6220,0.2825
93000,0.6250,0.2835
93600,0.6293,0.2839
94200,0.6293,0.2839
94800,0.6311,0.2841
95400,0.6349,0.2846
96000,0.6377,0.2849
96600,0.6397,0.2861
97200,0.6423,0.2873
97800,0.6444,0.2859
98400,0.6493,0.2855
99000,0.6556,0.2853
99600,0.6556,0.2853
100200,0.6573,0.2857
100800,0.6624,0.2862
101400,0.6647,0.2874
102000,0.6685,0.2881
102600,0.6731,0.2886
103200,0.6749,0.2886
103800,0.6772,0.2899
104400,0.6825,0.2920
105000,0.6877,0.2907
105600,0.6938,0.2865
106200,0.6972,0.2848
106800,0.6979,0.2853
107400,0.7033,0.2848
108000,0.7033,0.2848
108600,0.7054,0.2840
109200,0.7081,0.2838
109800,0.7111,0.2842
110400,0.7138,0.2853
111000,0.7163,0.2868
111600,0.7179,0.2878
112200,0.7212,0.2884
112800,0.7231,0.2891
