step, mean infection rate, std. dev
0,0.0248,0.0033
600,0.0253,0.0053
1200,0.0273,0.0088
1800,0.0292,0.0125
2400,0.0311,0.0132
3000,0.0315,0.0150
3600,0.0340,0.0166
4200,0.0350,0.0175
4800,0.0373,0.0208
5400,0.0388,0.0231
6000,0.0388,0.0231
6600,0.0399,0.0254
7200,0.0404,0.0255
7800,0.0413,0.0262
8400,0.0413,0.0262
9000,0.0419,0.0276
9600,0.0423,0.0277
10200,0.0438,0.0298
10800,0.0448,0.0304
11400,0.0453,0.0311
12000,0.0473,0.0326
12600,0.0494,0.0345
13200,0.0523,0.0357
13800,0.0561,0.0367
14400,0.0590,0.0410
15000,0.0637,0.0467
15600,0.0672,0.0486
16200,0.0695,0.0514
16800,0.0701,0.0527
17400,0.0748,0.0550
18000,0.0767,0.0571
18600,0.0791,0.0612
19200,0.0844,0.0644
19800,0.0873,0.0665
20400,0.0902,0.0682
21000,0.0942,0.0714
21600,0.0960,0.0718
22200,0.0995,0.0736
22800,0.1046,0.0771
23400,0.1079,0.0785
24000,0.1126,0.0849
24600,0.1164,0.0882
25200,0.1195,0.0905
25800,0.1232,0.0928
26400,0.1275,0.0956
27000,0.1312,0.0995
27600,0.1388,0.1050
28200,0.1447,0.1058
28800,0.1508,0.1091
29400,0.1551,0.1123
30000,0.1604,0.1154
30600,0.1674,0.1202
31200,0.1741,0.1252
31800,0.1808,0.1297
32400,0.1872,0.1327
33000,0.1941,0.1370
33600,0.1995,0.1408
34200,0.2042,0.1436
34800,0.2092,0.1484
35400,0.2128,0.1527
36000,0.2186,0.1580
36600,0.2259,0.1626
37200,0.2336,0.1645
37800,0.2415,0.1677
38400,0.2503,0.1767
39000,0.2570,0.1770
39600,0.2696,0.1846
40200,0.2789,0.1893
40800,0.2850,0.1947
41400,0.2902,0.1994
42000,0.3005,0.2040
42600,0.3097,0.2084
43200,0.3137,0.2086
43800,0.3208,0.2100
44400,0.3252,0.2130
45000,0.3328,0.2149
45600,0.3405,0.2171
46200,0.3490,0.2184
46800,0.3577,0.2192
47400,0.3639,0.2189
48000,0.3746,0.2235
48600,0.3841,0.2249
49200,0.3913,0.2288
49800,0.4018,0.2313
50400,0.4121,0.2372
51000,0.4246,0.2381
51600,0.4338,0.2385
52200,0.4396,0.2411
52800,0.4513,0.2421
53400,0.4589,0.2409
54000,0.4674,0.2433
54600,0.4755,0.2446
55200,0.4868,0.2439
55800,0.4962,0.2437
56400,0.5066,0.2449
57000,0.5109,0.2454
57600,0.5187,0.2475
58200,0.5274,0.2437
58800,0.5361,0.2477
59400,0.5425,0.2467
60000,0.5533,0.2458
60600,0.5582,0.2481
61200,0.5644,0.2471
61800,0.5714,0.2482
62400,0.5798,0.2477
63000,0.5884,0.2479
63600,0.5977,0.2462
64200,0.6053,0.2468
64800,0.6137,0.2459
65400,0.6216,0.2455
66000,0.6280,0.2442
66600,0.6328,0.2432
67200,0.6392,0.2429
67800,0.6482,0.2448
68400,0.6549,0.2457
69000,0.6654,0.2424
69600,0.6741,0.2403
70200,0.6815,0.2399
70800,0.6872,0.2418
71400,0.6927,0.2418
72000,0.7000,0.2399
72600,0.7056,0.2389
73200,0.7149,0.2374
73800,0.7205,0.2349
74400,0.7229,0.2334
75000,0.7300,0.2321
75600,0.7371,0.2302
76200,0.7452,0.2267
76800,0.7540,0.2224
77400,0.7603,0.2230
78000,0.7632,0.2218
78600,0.7695,0.2190
79200,0.7760,0.2182
79800,0.7813,0.2156
80400,0.7874,0.2117
81000,0.7950,0.2056
81600,0.8002,0.2037
82200,0.8080,0.2026
82800,0.8150,0.2001
83400,0.8184,0.1991
84000,0.8220,0.1953
84600,0.8264,0.1940
85200,0.8293,0.1920
85800,0.8312,0.1912
86400,0.8344,0.1896
