step, mean infection rate, std. dev
0,0.0167,0.0015
600,0.0236,0.0118
1200,0.0269,0.0166
1800,0.0295,0.0201
2400,0.0328,0.0240
3000,0.0372,0.0260
3600,0.0452,0.0375
4200,0.0513,0.0413
4800,0.0562,0.0458
5400,0.0648,0.0523
6000,0.0735,0.0601
6600,0.0817,0.0641
7200,0.0922,0.0714
7800,0.1063,0.0826
8400,0.1188,0.0888
9000,0.1345,0.1018
9600,0.1509,0.1148
10200,0.1637,0.1208
10800,0.1755,0.1280
11400,0.1921,0.1367
12000,0.2180,0.1492
12600,0.2400,0.1589
13200,0.2624,0.1736
13800,0.2829,0.1817
14400,0.3056,0.1912
15000,0.3281,0.1947
15600,0.3539,0.1968
16200,0.3794,0.2033
16800,0.4025,0.2119
17400,0.4271,0.2188
18000,0.4541,0.2188
18600,0.4774,0.2224
19200,0.5066,0.2266
19800,0.5365,0.2242
20400,0.5607,0.2285
21000,0.5825,0.2280
21600,0.6114,0.2241
22200,0.6324,0.2221
22800,0.6608,0.2184
23400,0.6845,0.2152
24000,0.6996,0.2157
24600,0.7206,0.2115
25200,0.7398,0.2048
25800,0.7580,0.1978
26400,0.7753,0.1947
27000,0.7927,0.1889
27600,0.8098,0.1832
28200,0.8218,0.1793
28800,0.8382,0.1683
29400,0.8551,0.1590
30000,0.8708,0.1495
30600,0.8800,0.1427
31200,0.8930,0.1336
31800,0.9023,0.1238
32400,0.9117,0.1129
33000,0.9223,0.1052
33600,0.9271,0.1036
34200,0.9358,0.0968
34800,0.9465,0.0826
35400,0.9499,0.0783
36000,0.9539,0.0762
36600,0.9574,0.0741
37200,0.9595,0.0727
37800,0.9615,0.0725
38400,0.9648,0.0665
39000,0.9681,0.0643
39600,0.9709,0.0637
40200,0.9749,0.0584
40800,0.9766,0.0577
41400,0.9788,0.0504
42000,0.9809,0.0488
42600,0.9836,0.0414
43200,0.9843,0.0398
43800,0.9861,0.0386
44400,0.9875,0.0360
45000,0.9881,0.0359
45600,0.9892,0.0338
46200,0.9903,0.0320
46800,0.9914,0.0305
47400,0.9922,0.0270
48000,0.9937,0.0213
48600,0.9940,0.0207
49200,0.9948,0.0181
49800,0.9959,0.0150
50400,0.9963,0.0149
51000,0.9974,0.0100
51600,0.9978,0.0098
52200,0.9985,0.0074
52800,0.9985,0.0074
53400,0.9989,0.0057
54000,0.9989,0.0057
54600,0.9989,0.0057
55200,0.9989,0.0057
55800,0.9989,0.0057
56400,0.9989,0.0057
57000,0.9989,0.0057
57600,0.9993,0.0051
58200,0.9993,0.0051
58800,0.9996,0.0025
59400,0.9996,0.0025
60000,0.9996,0.0025
60600,0.9996,0.0025
61200,0.9996,0.0025
61800,0.9996,0.0025
62400,0.9996,0.0025
63000,0.9996,0.0025
63600,1.0000,0.0000
