type,susceptibility,time,mean infection rate,std. dev
smooth-with-id,0.8,37800,0.9157,0.1062
smooth-with-id,0.8,38400,0.9213,0.0999
smooth-with-id,0.8,39000,0.9297,0.0919
smooth-with-id,0.8,39600,0.9353,0.0884
smooth-with-id,0.8,40200,0.9408,0.0870
smooth-with-id,0.8,40800,0.9474,0.0802
smooth-with-id,0.8,41400,0.9513,0.0772
smooth-with-id,0.8,42000,0.9555,0.0731
smooth-with-id,0.8,42600,0.9592,0.0674
smooth-with-id,0.8,43200,0.9622,0.0638
smooth-with-id,0.8,43800,0.9658,0.0591
smooth-with-id,0.8,44400,0.9683,0.0582
smooth-with-id,0.8,45000,0.9721,0.0569
smooth-with-id,0.8,45600,0.9751,0.0551
smooth-with-id,0.8,46200,0.9771,0.0520
smooth-with-id,0.8,46800,0.9794,0.0486
smooth-with-id,0.8,47400,0.9814,0.0453
smooth-with-id,0.8,48000,0.9829,0.0407
smooth-with-id,0.8,48600,0.9846,0.0377
smooth-with-id,0.8,49200,0.9861,0.0351
smooth-with-id,0.8,49800,0.9873,0.0312
smooth-with-id,0.8,50400,0.9889,0.0273
smooth-with-id,0.8,51000,0.9901,0.0223
smooth-with-id,0.8,51600,0.9904,0.0220
smooth-with-id,0.8,52200,0.9914,0.0186
smooth-with-id,0.8,52800,0.9919,0.0167
smooth-with-id,0.8,53400,0.9927,0.0165
smooth-with-id,0.8,54000,0.9942,0.0136
smooth-with-id,0.8,54600,0.9950,0.0123
smooth-with-id,0.8,55200,0.9955,0.0109
smooth-with-id,0.8,55800,0.9957,0.0101
smooth-with-id,0.8,56400,0.9964,0.0091
smooth-with-id,0.8,57000,0.9969,0.0087
smooth-with-id,0.8,57600,0.9971,0.0086
smooth-with-id,0.8,58200,0.9971,0.0086
smooth-with-id,0.8,58800,0.9974,0.0085
smooth-with-id,0.8,59400,0.9977,0.0072
smooth-with-id,0.8,60000,0.9980,0.0069
smooth-with-id,0.8,60600,0.9982,0.0068
smooth-with-id,0.8,61200,0.9984,0.0066
smooth-with-id,0.8,61800,0.9987,0.0054
smooth-with-id,0.8,62400,0.9990,0.0043
smooth-with-id,0.8,63000,0.9990,0.0043
smooth-with-id,0.8,63600,0.9992,0.0040
smooth-with-id,0.8,64200,0.9992,0.0040
smooth-with-id,0.8,64800,0.9992,0.0040
smooth-with-id,0.8,65400,0.9995,0.0035
smooth-with-id,0.8,66000,0.9995,0.0035
smooth-with-id,0.8,66600,0.9995,0.0035
smooth-with-id,0.8,67200,0.9995,0.0035
smooth-with-id,0.8,67800,0.9995,0.0035
smooth-with-id,0.8,68400,0.9995,0.0035
smooth-with-id,0.8,69000,0.9995,0.0035
smooth-with-id,0.8,69600,0.9995,0.0035
smooth-with-id,0.8,70200,0.9995,0.0035
smooth-with-id,0.8,70800,0.9995,0.0035
smooth-with-id,0.8,71400,0.9995,0.0035
smooth-with-id,0.8,72000,0.9997,0.0017
smooth-with-id,0.8,72600,0.9997,0.0017
smooth-with-id,0.8,73200,0.9997,0.0017
smooth-with-id,0.8,73800,0.9997,0.0017
smooth-with-id,0.8,74400,0.9997,0.0017
smooth-with-id,0.8,75000,0.9997,0.0017
smooth-with-id,0.8,75600,0.9997,0.0017
smooth-with-id,0.8,76200,0.9997,0.0017
smooth-with-id,0.8,76800,0.9997,0.0017
smooth-with-id,0.8,77400,0.9997,0.0017
smooth-with-id,0.8,78000,1.0000,0.0000
smooth-with-id,1.0,0,0.0100,0.0000
smooth-with-id,1.0,600,0.0130,0.0050
smooth-with-id,1.0,1200,0.0156,0.0085
smooth-with-id,1.0,1800,0.0178,0.0117
smooth-with-id,1.0,2400,0.0196,0.0139
smooth-with-id,1.0,3000,0.0226,0.0159
smooth-with-id,1.0,3600,0.0250,0.0169
smooth-with-id,1.0,4200,0.0292,0.0205
smooth-with-id,1.0,4800,0.0346,0.0256
smooth-with-id,1.0,5400,0.0378,0.0271
smooth-with-id,1.0,6000,0.0436,0.0309
smooth-with-id,1.0,6600,0.0516,0.0397
smooth-with-id,1.0,7200,0.0574,0.0461
smooth-with-id,1.0,7800,0.0658,0.0532
smooth-with-id,1.0,8400,0.0762,0.0625
smooth-with-id,1.0,9000,0.0882,0.0707
smooth-with-id,1.0,9600,0.1042,0.0820
smooth-with-id,1.0,10200,0.1180,0.0935
smooth-with-id,1.0,10800,0.1342,0.1038
smooth-with-id,1.0,11400,0.1510,0.1181
smooth-with-id,1.0,12000,0.1706,0.1297
smooth-with-id,1.0,12600,0.1938,0.1398
smooth-with-id,1.0,13200,0.2152,0.1529
smooth-with-id,1.0,13800,0.2332,0.1608
smooth-with-id,1.0,14400,0.2576,0.1717
smooth-with-id,1.0,15000,0.2842,0.1880
smooth-with-id,1.0,15600,0.3076,0.1990
smooth-with-id,1.0,16200,0.3360,0.2080
smooth-with-id,1.0,16800,0.3570,0.2163
smooth-with-id,1.0,17400,0.3830,0.2230
smooth-with-id,1.0,18000,0.4114,0.2317
smooth-with-id,1.0,18600,0.4414,0.2343
smooth-with-id,1.0,19200,0.4716,0.2388
smooth-with-id,1.0,19800,0.4994,0.2432
smooth-with-id,1.0,20400,0.5252,0.2466
smooth-with-id,1.0,21000,0.5550,0.2486
smooth-with-id,1.0,21600,0.5806,0.2498
smooth-with-id,1.0,22200,0.6042,0.2533
smooth-with-id,1.0,22800,0.6326,0.2492
smooth-with-id,1.0,23400,0.6526,0.2446
smooth-with-id,1.0,24000,0.6774,0.2367
smooth-with-id,1.0,24600,0.6978,0.2341
smooth-with-id,1.0,25200,0.7216,0.2269
smooth-with-id,1.0,25800,0.7422,0.2192
smooth-with-id,1.0,26400,0.7610,0.2138
smooth-with-id,1.0,27000,0.7824,0.2065
smooth-with-id,1.0,27600,0.8012,0.1960
smooth-with-id,1.0,28200,0.8164,0.1863
smooth-with-id,1.0,28800,0.8316,0.1734
smooth-with-id,1.0,29400,0.8492,0.1626
smooth-with-id,1.0,30000,0.8624,0.1520
smooth-with-id,1.0,30600,0.8754,0.1426
smooth-with-id,1.0,31200,0.8894,0.1333
smooth-with-id,1.0,31800,0.9000,0.1245
smooth-with-id,1.0,32400,0.9106,0.1145
smooth-with-id,1.0,33000,0.9206,0.1035
smooth-with-id,1.0,33600,0.9266,0.0986
smooth-with-id,1.0,34200,0.9352,0.0899
smooth-with-id,1.0,34800,0.9418,0.0824
smooth-with-id,1.0,35400,0.9484,0.0748
smooth-with-id,1.0,36000,0.9548,0.0674
smooth-with-id,1.0,36600,0.9608,0.0570
smooth-with-id,1.0,37200,0.9646,0.0513
smooth-with-id,1.0,37800,0.9680,0.0468
smooth-with-id,1.0,38400,0.9724,0.0388
smooth-with-id,1.0,39000,0.9772,0.0317
smooth-with-id,1.0,39600,0.9804,0.0279
smooth-with-id,1.0,40200,0.9836,0.0257
smooth-with-id,1.0,40800,0.9860,0.0214
smooth-with-id,1.0,41400,0.9870,0.0203
smooth-with-id,1.0,42000,0.9890,0.0178
smooth-with-id,1.0,42600,0.9902,0.0158
smooth-with-id,1.0,43200,0.9920,0.0147
smooth-with-id,1.0,43800,0.9926,0.0134
smooth-with-id,1.0,44400,0.9934,0.0124
smooth-with-id,1.0,45000,0.9944,0.0106
smooth-with-id,1.0,45600,0.9952,0.0090
smooth-with-id,1.0,46200,0.9960,0.0077
smooth-with-id,1.0,46800,0.9962,0.0072
smooth-with-id,1.0,47400,0.9966,0.0071
smooth-with-id,1.0,48000,0.9966,0.0071
smooth-with-id,1.0,48600,0.9972,0.0063
smooth-with-id,1.0,49200,0.9974,0.0063
smooth-with-id,1.0,49800,0.9978,0.0058
smooth-with-id,1.0,50400,0.9980,0.0057
smooth-with-id,1.0,51000,0.9988,0.0047
smooth-with-id,1.0,51600,0.9988,0.0047
smooth-with-id,1.0,52200,0.9990,0.0036
smooth-with-id,1.0,52800,0.9990,0.0036
smooth-with-id,1.0,53400,0.9990,0.0036
smooth-with-id,1.0,54000,0.9990,0.0036
smooth-with-id,1.0,54600,0.9990,0.0036
smooth-with-id,1.0,55200,0.9992,0.0034
smooth-with-id,1.0,55800,0.9994,0.0024
smooth-with-id,1.0,56400,0.9994,0.0024
smooth-with-id,1.0,57000,0.9996,0.0020
smooth-with-id,1.0,57600,0.9996,0.0020
smooth-with-id,1.0,58200,0.9996,0.0020
smooth-with-id,1.0,58800,0.9996,0.0020
smooth-with-id,1.0,59400,0.9998,0.0014
smooth-with-id,1.0,60000,0.9998,0.0014
smooth-with-id,1.0,60600,0.9998,0.0014
smooth-with-id,1.0,61200,1.0000,0.0000
