step, mean infection rate, std. dev
0,0.0494,0.0112
600,0.0494,0.0112
1200,0.0507,0.0153
1800,0.0516,0.0165
2400,0.0539,0.0208
3000,0.0556,0.0218
3600,0.0579,0.0282
4200,0.0586,0.0281
4800,0.0600,0.0305
5400,0.0614,0.0300
6000,0.0627,0.0295
6600,0.0627,0.0295
7200,0.0645,0.0312
7800,0.0675,0.0348
8400,0.0700,0.0388
9000,0.0719,0.0389
9600,0.0730,0.0391
10200,0.0756,0.0393
10800,0.0783,0.0414
11400,0.0806,0.0438
12000,0.0806,0.0438
12600,0.0831,0.0457
13200,0.0831,0.0457
13800,0.0844,0.0466
14400,0.0885,0.0479
15000,0.0930,0.0528
15600,0.0930,0.0528
16200,0.0992,0.0582
16800,0.1001,0.0577
17400,0.1030,0.0593
18000,0.1051,0.0600
18600,0.1081,0.0610
19200,0.1153,0.0695
19800,0.1166,0.0729
20400,0.1200,0.0771
21000,0.1231,0.0778
21600,0.1231,0.0778
22200,0.1282,0.0810
22800,0.1309,0.0814
23400,0.1346,0.0861
24000,0.1362,0.0880
24600,0.1394,0.0899
25200,0.1439,0.0928
25800,0.1511,0.0966
26400,0.1529,0.0969
27000,0.1561,0.0977
27600,0.1597,0.1014
28200,0.1629,0.1015
28800,0.1677,0.1079
29400,0.1730,0.1112
30000,0.1803,0.1150
30600,0.1828,0.1143
31200,0.1920,0.1171
31800,0.1954,0.1202
32400,0.2014,0.1245
33000,0.2046,0.1257
33600,0.2083,0.1307
34200,0.2119,0.1360
34800,0.2135,0.1381
35400,0.2186,0.1393
36000,0.2262,0.1468
36600,0.2308,0.1465
37200,0.2316,0.1463
37800,0.2342,0.1500
38400,0.2379,0.1549
39000,0.2412,0.1581
39600,0.2476,0.1623
40200,0.2549,0.1676
40800,0.2592,0.1693
41400,0.2627,0.1711
42000,0.2727,0.1808
42600,0.2784,0.1832
43200,0.2825,0.1843
43800,0.2933,0.1858
44400,0.2967,0.1868
45000,0.3008,0.1883
45600,0.3062,0.1868
46200,0.3136,0.1869
46800,0.3189,0.1933
47400,0.3255,0.2002
48000,0.3324,0.2033
48600,0.3377,0.2036
49200,0.3466,0.2049
49800,0.3530,0.2075
50400,0.3563,0.2106
51000,0.3608,0.2141
51600,0.3658,0.2156
52200,0.3743,0.2219
52800,0.3804,0.2246
53400,0.3878,0.2266
54000,0.3957,0.2320
54600,0.4023,0.2356
55200,0.4037,0.2375
55800,0.4101,0.2394
56400,0.4142,0.2411
57000,0.4184,0.2447
57600,0.4309,0.2493
58200,0.4379,0.2504
58800,0.4405,0.2517
59400,0.4464,0.2559
60000,0.4519,0.2538
60600,0.4578,0.2569
61200,0.4669,0.2588
61800,0.4734,0.2579
62400,0.4810,0.2572
63000,0.4846,0.2568
63600,0.4917,0.2614
64200,0.5007,0.2603
64800,0.5083,0.2606
65400,0.5155,0.2622
66000,0.5195,0.2653
66600,0.5221,0.2655
67200,0.5268,0.2665
67800,0.5331,0.2681
68400,0.5403,0.2706
69000,0.5475,0.2720
69600,0.5485,0.2710
70200,0.5535,0.2699
70800,0.5586,0.2710
71400,0.5610,0.2721
72000,0.5712,0.2708
72600,0.5816,0.2699
73200,0.5842,0.2688
73800,0.5870,0.2680
74400,0.5933,0.2695
75000,0.5974,0.2693
75600,0.6009,0.2696
76200,0.6078,0.2710
76800,0.6142,0.2703
77400,0.6162,0.2722
78000,0.6226,0.2693
78600,0.6274,0.2718
79200,0.6322,0.2724
79800,0.6390,0.2729
80400,0.6433,0.2721
81000,0.6479,0.2738
81600,0.6539,0.2718
82200,0.6566,0.2718
82800,0.6589,0.2701
83400,0.6633,0.2716
84000,0.6696,0.2697
84600,0.6696,0.2697
85200,0.6724,0.2706
85800,0.6745,0.2708
86400,0.6745,0.2708
87000,0.6778,0.2705
87600,0.6806,0.2686
88200,0.6840,0.2670
88800,0.6913,0.2646
89400,0.6931,0.2656
90000,0.6957,0.2659
90600,0.7007,0.2654
91200,0.7037,0.2645
91800,0.7073,0.2664
92400,0.7116,0.2636
93000,0.7159,0.2625
93600,0.7177,0.2619
94200,0.7210,0.2598
94800,0.7296,0.2599
95400,0.7317,0.2590
96000,0.7375,0.2578
96600,0.7395,0.2576
97200,0.7406,0.2573
97800,0.7442,0.2546
98400,0.7460,0.2548
99000,0.7492,0.2549
99600,0.7530,0.2530
100200,0.7581,0.2518
100800,0.7616,0.2502
101400,0.7659,0.2528
102000,0.7676,0.2522
102600,0.7706,0.2522
103200,0.7736,0.2516
103800,0.7766,0.2519
104400,0.7787,0.2530
105000,0.7819,0.2505
105600,0.7849,0.2475
106200,0.7891,0.2464
106800,0.7935,0.2448
107400,0.7979,0.2433
108000,0.7989,0.2436
108600,0.8014,0.2430
109200,0.8014,0.2430
109800,0.8043,0.2419
110400,0.8067,0.2411
111000,0.8099,0.2391
111600,0.8118,0.2392
112200,0.8167,0.2337
112800,0.8188,0.2320
113400,0.8206,0.2298
114000,0.8236,0.2303
114600,0.8257,0.2281
115200,0.8267,0.2283
115800,0.8291,0.2289
116400,0.8321,0.2261
117000,0.8331,0.2267
117600,0.8362,0.2265
118200,0.8428,0.2203
118800,0.8446,0.2199
119400,0.8467,0.2149
120000,0.8508,0.2107
120600,0.8538,0.2074
121200,0.8538,0.2074
121800,0.8570,0.2045
122400,0.8580,0.2043
123000,0.8608,0.2035
123600,0.8636,0.2000
124200,0.8636,0.2000
124800,0.8674,0.1999
125400,0.8703,0.1973
126000,0.8723,0.1959
126600,0.8743,0.1932
127200,0.8753,0.1932
127800,0.8772,0.1917
128400,0.8772,0.1917
129000,0.8804,0.1875
129600,0.8831,0.1833
130200,0.8841,0.1836
130800,0.8841,0.1836
131400,0.8841,0.1836
132000,0.8851,0.1811
132600,0.8851,0.1811
133200,0.8876,0.1812
133800,0.8887,0.1802
134400,0.8913,0.1780
135000,0.8947,0.1720
135600,0.8962,0.1719
136200,0.8981,0.1714
136800,0.8991,0.1719
137400,0.8991,0.1719
138000,0.9010,0.1695
138600,0.9030,0.1650
139200,0.9040,0.1621
139800,0.9051,0.1594
140400,0.9069,0.1570
141000,0.9089,0.1578
141600,0.9105,0.1566
142200,0.9116,0.1546
142800,0.9132,0.1544
143400,0.9140,0.1545
144000,0.9150,0.1546
144600,0.9170,0.1528
145200,0.9181,0.1519
145800,0.9193,0.1467
146400,0.9201,0.1468
147000,0.9201,0.1468
147600,0.9212,0.1464
148200,0.9219,0.1467
148800,0.9228,0.1439
149400,0.9254,0.1447
150000,0.9272,0.1425
150600,0.9272,0.1425
151200,0.9272,0.1425
151800,0.9296,0.1367
152400,0.9307,0.1319
153000,0.9319,0.1299
153600,0.9328,0.1274
154200,0.9328,0.1274
154800,0.9338,0.1252
155400,0.9338,0.1252
156000,0.9349,0.1205
156600,0.9349,0.1205
157200,0.9358,0.1205
157800,0.9380,0.1176
158400,0.9393,0.1156
159000,0.9401,0.1159
159600,0.9401,0.1159
160200,0.9424,0.1091
160800,0.9435,0.1094
161400,0.9448,0.1080
162000,0.9448,0.1080
162600,0.9448,0.1080
163200,0.9470,0.1053
163800,0.9482,0.1009
164400,0.9504,0.0937
165000,0.9504,0.0937
165600,0.9535,0.0900
166200,0.9556,0.0849
166800,0.9556,0.0849
167400,0.9566,0.0825
168000,0.9589,0.0791
168600,0.9601,0.0784
169200,0.9614,0.0774
169800,0.9637,0.0722
170400,0.9637,0.0722
171000,0.9657,0.0684
171600,0.9669,0.0674
172200,0.9669,0.0674
172800,0.9681,0.0675
173400,0.9681,0.0675
174000,0.9681,0.0675
174600,0.9681,0.0675
175200,0.9681,0.0675
175800,0.9691,0.0659
176400,0.9715,0.0581
177000,0.9741,0.0519
177600,0.9762,0.0485
178200,0.9772,0.0456
178800,0.9772,0.0456
179400,0.9783,0.0455
180000,0.9783,0.0455
180600,0.9793,0.0428
181200,0.9793,0.0428
181800,0.9793,0.0428
182400,0.9804,0.0414
183000,0.9816,0.0375
183600,0.9837,0.0355
184200,0.9837,0.0355
184800,0.9837,0.0355
185400,0.9837,0.0355
186000,0.9837,0.0355
186600,0.9866,0.0315
187200,0.9866,0.0315
187800,0.9866,0.0315
188400,0.9866,0.0315
189000,0.9879,0.0307
189600,0.9891,0.0276
190200,0.9891,0.0276
190800,0.9891,0.0276
191400,0.9891,0.0276
192000,0.9903,0.0267
192600,0.9903,0.0267
193200,0.9913,0.0260
193800,0.9913,0.0260
194400,0.9913,0.0260
195000,0.9913,0.0260
195600,0.9923,0.0216
196200,0.9932,0.0186
196800,0.9944,0.0170
197400,0.9958,0.0142
198000,0.9958,0.0142
198600,0.9969,0.0124
199200,0.9969,0.0124
199800,0.9969,0.0124
200400,0.9969,0.0124
201000,0.9969,0.0124
201600,0.9969,0.0124
202200,0.9969,0.0124
202800,0.9969,0.0124
203400,0.9969,0.0124
204000,0.9969,0.0124
204600,0.9969,0.0124
205200,0.9969,0.0124
205800,0.9969,0.0124
206400,0.9969,0.0124
207000,0.9969,0.0124
207600,0.9969,0.0124
208200,0.9969,0.0124
208800,0.9969,0.0124
